EKCH,SKBO,01:01+02:00,21:42-05:00,0,false|170,EKCH,SEQM,01:01+02:00,08:36-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
EKCH,WSSS,05:02+02:00,11:39+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1213,LBSF,LDZA,17:37+03:00,18:26+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,05:02+02:00,11:39+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1215,LBSF,LDZA,20:32+03:00,21:21+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,05:02+02:00,09:06+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,05:02+02:00,07:02+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1265,LBSF,RJTT,16:27+03:00,01:55+09:00,360|1583,RJTT,WSSS,02:16+09:00,07:02+08:00,320
EKCH,WSSS,05:02+02:00,22:25+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1265,LBSF,RJTT,16:27+03:00,01:55+09:00,360|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,05:02+02:00,22:25+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1267,LBSF,RJTT,18:53+03:00,03:21+09:00,320|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,05:02+02:00,02:43+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,05:02+02:00,07:04+08:00,1,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1289,LBSF,RPLL,13:57+03:00,00:05+08:00,360|1628,RPLL,WSSS,04:14+08:00,07:04+08:00,340
EKCH,WSSS,05:02+02:00,01:14+08:00,2,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1289,LBSF,RPLL,13:57+03:00,00:05+08:00,360|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,05:02+02:00,01:14+08:00,2,false|1218,EKCH,LBSF,05:02+02:00,10:06+03:00,300|1291,LBSF,RPLL,18:39+03:00,05:47+08:00,360|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,21:53+02:00,04:51+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:53+02:00,10:35+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|898,LBSF,LATI,06:57+03:00,07:23+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:53+02:00,04:51+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:53+02:00,10:35+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|900,LBSF,LATI,13:14+03:00,14:40+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:53+02:00,10:35+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|902,LBSF,LATI,18:26+03:00,19:52+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:53+02:00,10:44+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1114,LBSF,UMMS,04:56+03:00,07:32+03:00,360|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:53+02:00,10:44+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1116,LBSF,UMMS,08:39+03:00,11:15+03:00,300|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:53+02:00,07:37+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1211,LBSF,LDZA,11:21+03:00,12:10+02:00,340|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,21:53+02:00,11:39+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1211,LBSF,LDZA,11:21+03:00,12:10+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:53+02:00,11:39+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1213,LBSF,LDZA,17:37+03:00,18:26+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:53+02:00,11:39+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1215,LBSF,LDZA,20:32+03:00,21:21+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:53+02:00,02:29+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1249,LBSF,OMDB,06:25+03:00,13:48+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,21:53+02:00,09:06+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1249,LBSF,OMDB,06:25+03:00,13:48+04:00,340|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,21:53+02:00,09:06+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1251,LBSF,OMDB,11:13+03:00,18:36+04:00,300|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,21:53+02:00,01:40+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1255,LBSF,ZBAA,06:35+03:00,14:52+08:00,300|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,21:53+02:00,01:40+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1257,LBSF,ZBAA,09:14+03:00,17:31+08:00,340|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,21:53+02:00,22:25+08:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1261,LBSF,RJTT,05:21+03:00,14:49+09:00,340|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,21:53+02:00,22:59+08:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1269,LBSF,WMKK,05:49+03:00,17:38+08:00,320|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,21:53+02:00,22:59+08:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1271,LBSF,WMKK,08:25+03:00,20:14+08:00,340|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,21:53+02:00,15:44+08:00,1,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1277,LBSF,WSSS,03:47+03:00,15:44+08:00,300
EKCH,WSSS,21:53+02:00,02:43+08:00,2,false|1220,EKCH,LBSF,21:53+02:00,02:57+03:00,360|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,05:39+02:00,18:46+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,05:39+02:00,04:51+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,05:39+02:00,10:35+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,05:39+02:00,10:35+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,05:39+02:00,02:43+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1206,LKPR,LBSF,08:50+02:00,12:15+03:00,360|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,05:39+02:00,01:55+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1293,LKPR,LDZA,08:04+02:00,10:47+02:00,320|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,05:39+02:00,07:37+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1293,LKPR,LDZA,08:04+02:00,10:47+02:00,320|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,05:39+02:00,11:39+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1293,LKPR,LDZA,08:04+02:00,10:47+02:00,320|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,05:39+02:00,11:39+08:00,1,false|1298,EKCH,LKPR,05:39+02:00,07:22+02:00,320|1295,LKPR,LDZA,17:59+02:00,19:42+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,06:07+02:00,18:46+08:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|468,LKPR,SBBR,12:08+02:00,20:54-03:00,300|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,06:07+02:00,04:51+08:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,06:07+02:00,10:35+08:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|906,LKPR,LATI,09:01+02:00,12:22+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:07+02:00,10:35+08:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:07+02:00,11:39+08:00,1,false|1300,EKCH,LKPR,06:07+02:00,08:50+02:00,300|1295,LKPR,LDZA,17:59+02:00,19:42+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,13:21+02:00,10:35+08:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|908,LKPR,LATI,17:03+02:00,20:24+02:00,340|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,13:21+02:00,02:43+08:00,2,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,13:21+02:00,11:39+08:00,1,false|1302,EKCH,LKPR,13:21+02:00,15:04+02:00,320|1295,LKPR,LDZA,17:59+02:00,19:42+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:33+02:00,02:43+08:00,2,false|1304,EKCH,LKPR,21:33+02:00,23:16+02:00,320|1208,LKPR,LBSF,23:24+02:00,03:49+03:00,320|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,06:04+02:00,18:46+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|474,LDZA,SBBR,12:12+02:00,20:46-03:00,340|529,SBBR,WSSS,21:35-03:00,18:46+08:00,320
EKCH,WSSS,06:04+02:00,04:51+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,06:04+02:00,10:35+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:04+02:00,10:35+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:04+02:00,10:35+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,06:04+02:00,10:44+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1124,LDZA,UMMS,15:26+02:00,19:59+03:00,340|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,06:04+02:00,12:15+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320
EKCH,WSSS,06:04+02:00,19:12+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320
EKCH,WSSS,06:04+02:00,01:40+08:00,2,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,06:04+02:00,22:25+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,06:04+02:00,11:36+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,06:04+02:00,15:02+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,06:04+02:00,22:59+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,06:04+02:00,15:02+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,06:04+02:00,22:59+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,06:04+02:00,01:55+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,06:04+02:00,07:37+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,06:04+02:00,11:39+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,06:04+02:00,07:04+08:00,1,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1628,RPLL,WSSS,04:14+08:00,07:04+08:00,340
EKCH,WSSS,06:04+02:00,01:14+08:00,2,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,06:04+02:00,01:14+08:00,2,false|1330,EKCH,LDZA,06:04+02:00,09:30+02:00,340|1411,LDZA,RPLL,17:55+02:00,05:16+08:00,360|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,11:31+02:00,10:35+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,11:31+02:00,10:35+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,11:31+02:00,10:44+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1124,LDZA,UMMS,15:26+02:00,19:59+03:00,340|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,11:31+02:00,14:58+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1126,LDZA,UMMS,20:41+02:00,00:14+03:00,320|1185,UMMS,WSSS,00:24+03:00,14:58+08:00,300
EKCH,WSSS,11:31+02:00,10:44+08:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1126,LDZA,UMMS,20:41+02:00,00:14+03:00,320|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,11:31+02:00,02:29+08:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,11:31+02:00,09:06+08:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1367,LDZA,OMDB,22:35+02:00,07:47+04:00,340|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,11:31+02:00,12:15+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1555,ZBAA,WSSS,05:48+08:00,12:15+08:00,320
EKCH,WSSS,11:31+02:00,19:12+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320
EKCH,WSSS,11:31+02:00,01:40+08:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1375,LDZA,ZBAA,21:38+02:00,05:30+08:00,320|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,11:31+02:00,22:25+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,11:31+02:00,11:36+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1601,WMKK,WSSS,09:28+08:00,11:36+08:00,340
EKCH,WSSS,11:31+02:00,15:02+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,11:31+02:00,22:59+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,11:31+02:00,15:02+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1603,WMKK,WSSS,13:54+08:00,15:02+08:00,340
EKCH,WSSS,11:31+02:00,22:59+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,11:31+02:00,07:37+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,11:31+02:00,11:39+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,11:31+02:00,12:32+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1622,WIII,WSSS,07:35+07:00,12:32+08:00,340
EKCH,WSSS,11:31+02:00,13:17+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1624,WIII,WSSS,08:20+07:00,13:17+08:00,320
EKCH,WSSS,11:31+02:00,21:21+08:00,1,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1626,WIII,WSSS,16:24+07:00,21:21+08:00,360
EKCH,WSSS,11:31+02:00,01:14+08:00,2,false|1332,EKCH,LDZA,11:31+02:00,14:57+02:00,360|1411,LDZA,RPLL,17:55+02:00,05:16+08:00,360|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
EKCH,WSSS,21:23+02:00,19:53+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|975,LATI,WSSS,06:11+02:00,19:53+08:00,360
EKCH,WSSS,21:23+02:00,04:51+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:23+02:00,10:35+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|912,LDZA,LATI,01:58+02:00,03:36+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:23+02:00,04:51+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|977,LATI,WSSS,15:09+02:00,04:51+08:00,340
EKCH,WSSS,21:23+02:00,10:35+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|914,LDZA,LATI,09:41+02:00,11:19+02:00,320|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:23+02:00,10:35+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|916,LDZA,LATI,17:11+02:00,19:49+02:00,360|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:23+02:00,10:35+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|918,LDZA,LATI,18:35+02:00,20:13+02:00,300|979,LATI,WSSS,21:53+02:00,10:35+08:00,300
EKCH,WSSS,21:23+02:00,10:44+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1122,LDZA,UMMS,02:39+02:00,06:12+03:00,360|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:23+02:00,10:44+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1124,LDZA,UMMS,15:26+02:00,19:59+03:00,340|1187,UMMS,WSSS,20:10+03:00,10:44+08:00,340
EKCH,WSSS,21:23+02:00,02:43+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1210,LDZA,LBSF,03:22+02:00,06:11+03:00,300|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,21:23+02:00,02:43+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1212,LDZA,LBSF,06:09+02:00,09:58+03:00,300|1279,LBSF,WSSS,14:46+03:00,02:43+08:00,320
EKCH,WSSS,21:23+02:00,02:29+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1531,OMDB,WSSS,14:33+04:00,02:29+08:00,360
EKCH,WSSS,21:23+02:00,09:06+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1363,LDZA,OMDB,03:16+02:00,12:28+04:00,340|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,21:23+02:00,09:06+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1365,LDZA,OMDB,08:52+02:00,17:04+04:00,360|1533,OMDB,WSSS,21:10+04:00,09:06+08:00,320
EKCH,WSSS,21:23+02:00,19:12+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1557,ZBAA,WSSS,12:45+08:00,19:12+08:00,320
EKCH,WSSS,21:23+02:00,01:40+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1369,LDZA,ZBAA,02:04+02:00,10:56+08:00,300|1559,ZBAA,WSSS,18:13+08:00,01:40+08:00,320
EKCH,WSSS,21:23+02:00,22:25+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1585,RJTT,WSSS,17:39+09:00,22:25+08:00,320
EKCH,WSSS,21:23+02:00,22:59+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1385,LDZA,WMKK,04:59+02:00,18:02+08:00,300|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,21:23+02:00,22:59+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1387,LDZA,WMKK,06:26+02:00,20:29+08:00,360|1605,WMKK,WSSS,20:51+08:00,22:59+08:00,300
EKCH,WSSS,21:23+02:00,19:18+08:00,1,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320
EKCH,WSSS,21:23+02:00,01:55+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360
EKCH,WSSS,21:23+02:00,07:37+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300
EKCH,WSSS,21:23+02:00,11:39+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300
EKCH,WSSS,21:23+02:00,01:14+08:00,2,false|1334,EKCH,LDZA,21:23+02:00,00:49+02:00,300|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|1630,RPLL,WSSS,22:24+08:00,01:14+08:00,360
