OMDB,SKBO,00:23+04:00,21:42-05:00,0,false|OMDB,SEQM,00:23+04:00,10:19-05:00,320|SEQM,SKBO,19:55-05:00,21:42-05:00,360
OMDB,EBCI,19:25+04:00,14:05+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,19:25+04:00,19:24+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,UMMS,12:13+09:00,10:56+03:00,340|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,19:25+04:00,17:33+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,19:25+04:00,00:41+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LBSF,10:31+09:00,07:53+03:00,320|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:25+04:00,00:41+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LBSF,19:00+09:00,16:22+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:25+04:00,12:38+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,10:45+02:00,12:38+02:00,340
OMDB,EBCI,19:25+04:00,15:21+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,19:25+04:00,20:19+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,11:07+09:00,07:56+02:00,320|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,19:25+04:00,15:21+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,15:33+09:00,11:22+02:00,340|LKPR,EBCI,13:28+02:00,15:21+02:00,300
OMDB,EBCI,19:25+04:00,20:19+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,15:33+09:00,11:22+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,19:25+04:00,20:19+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LKPR,22:12+09:00,18:01+02:00,340|LKPR,EBCI,18:26+02:00,20:19+02:00,300
OMDB,EBCI,19:25+04:00,01:08+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LDZA,17:20+09:00,13:31+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:25+04:00,01:08+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,LDZA,22:32+09:00,18:43+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:25+04:00,23:56+02:00,1,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,EKCH,17:19+09:00,14:50+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,19:25+04:00,01:20+02:00,2,false|OMDB,RKSI,19:25+04:00,07:47+09:00,360|RKSI,VIDP,09:43+09:00,14:20+05:00,340|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,02:59+04:00,18:25+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SEQM,15:02+07:00,17:21-05:00,360|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,02:59+04:00,13:40+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,02:59+04:00,11:13+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,02:59+04:00,13:28+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,EBCI,17:43-04:00,13:28+02:00,360
OMDB,EBCI,02:59+04:00,01:08+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,LDZA,14:34+07:00,15:06+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,02:59+04:00,01:08+02:00,1,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,LDZA,20:30+07:00,21:02+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,02:59+04:00,23:56+02:00,0,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,EKCH,14:34+07:00,16:26+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,02:59+04:00,23:56+02:00,0,false|OMDB,VTBS,02:59+04:00,13:08+07:00,360|VTBS,EKCH,18:29+07:00,20:21+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,07:19+04:00,01:08+02:00,1,false|OMDB,VTBS,07:19+04:00,18:28+07:00,360|VTBS,LDZA,20:30+07:00,21:02+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,17:58+04:00,13:40+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,17:58+04:00,06:14+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,05:36+07:00,05:24-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,17:58+04:00,11:13+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,05:36+07:00,05:24-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,17:58+04:00,06:14+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,17:58+04:00,11:13+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,17:58+04:00,11:13+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,17:58+04:00,22:31+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LATI,12:55+07:00,13:59+02:00,320|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,17:58+04:00,14:05+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,17:58+04:00,19:24+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,17:58+04:00,17:33+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LBSF,08:29+07:00,10:50+03:00,320|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,17:58+04:00,00:41+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LBSF,08:29+07:00,10:50+03:00,320|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,17:58+04:00,14:21+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,05:56+07:00,06:28+02:00,320|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,17:58+04:00,01:08+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,05:56+07:00,06:28+02:00,320|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,17:58+04:00,14:21+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,06:04+07:00,07:36+02:00,300|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,17:58+04:00,01:08+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,06:04+07:00,07:36+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,17:58+04:00,01:08+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,14:34+07:00,15:06+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,17:58+04:00,01:08+02:00,2,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,LDZA,20:30+07:00,21:02+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,17:58+04:00,23:56+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,EKCH,14:34+07:00,16:26+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,17:58+04:00,23:56+02:00,1,false|OMDB,VTBS,17:58+04:00,04:07+07:00,300|VTBS,EKCH,18:29+07:00,20:21+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,19:45+04:00,13:40+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SVMI,14:46+07:00,15:09-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:45+04:00,06:14+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,19:45+04:00,11:13+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,10:33+07:00,10:21-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,19:45+04:00,11:13+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SBBR,16:12+07:00,16:00-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,19:45+04:00,13:28+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,SLLP,13:23+07:00,15:54-04:00,300|SLLP,EBCI,17:43-04:00,13:28+02:00,360
OMDB,EBCI,19:45+04:00,22:31+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,LATI,12:55+07:00,13:59+02:00,320|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:45+04:00,14:05+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,19:45+04:00,19:24+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,UMMS,08:40+07:00,11:36+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,19:45+04:00,17:33+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,LBSF,08:29+07:00,10:50+03:00,320|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,19:45+04:00,00:41+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,LBSF,08:29+07:00,10:50+03:00,320|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:45+04:00,01:08+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,LDZA,14:34+07:00,15:06+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:45+04:00,01:08+02:00,2,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,LDZA,20:30+07:00,21:02+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:45+04:00,23:56+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,EKCH,14:34+07:00,16:26+02:00,300|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,19:45+04:00,23:56+02:00,1,false|OMDB,VTBS,19:45+04:00,06:54+07:00,340|VTBS,EKCH,18:29+07:00,20:21+02:00,360|EKCH,EBCI,21:58+02:00,23:56+02:00,320
OMDB,EBCI,04:26+04:00,18:25+02:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,SEQM,18:01+08:00,19:30-05:00,360|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,04:26+04:00,00:41+02:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,LBSF,17:22+08:00,15:39+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,04:26+04:00,01:08+02:00,1,false|OMDB,ZBAA,04:26+04:00,15:58+08:00,300|ZBAA,LDZA,21:21+08:00,17:13+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,09:27+04:00,01:08+02:00,1,false|OMDB,ZBAA,09:27+04:00,20:59+08:00,340|ZBAA,LDZA,21:21+08:00,17:13+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,16:20+04:00,02:20+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,EBCI,09:37-04:00,02:20+02:00,300
OMDB,EBCI,16:20+04:00,13:40+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,16:20+04:00,13:40+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SVMI,13:29+08:00,13:47-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,16:20+04:00,06:14+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,16:20+04:00,11:13+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,16:20+04:00,06:14+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,16:20+04:00,11:13+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,16:20+04:00,13:08+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LATI,13:48+08:00,09:39+02:00,340|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,16:20+04:00,22:31+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LATI,13:48+08:00,09:39+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,16:20+04:00,19:24+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,UMMS,15:18+08:00,14:44+03:00,360|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,16:20+04:00,17:33+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LBSF,04:21+08:00,02:38+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,16:20+04:00,00:41+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LBSF,04:21+08:00,02:38+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,16:20+04:00,17:33+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LBSF,10:02+08:00,08:19+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,16:20+04:00,00:41+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LBSF,10:02+08:00,08:19+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,16:20+04:00,00:41+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LBSF,17:22+08:00,15:39+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,16:20+04:00,14:21+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,05:45+08:00,01:37+02:00,300|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,16:20+04:00,01:08+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,05:45+08:00,01:37+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,16:20+04:00,14:21+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,10:12+08:00,06:04+02:00,340|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,16:20+04:00,01:08+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,10:12+08:00,06:04+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,16:20+04:00,14:21+02:00,1,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,12:29+08:00,08:21+02:00,360|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,16:20+04:00,01:08+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,12:29+08:00,08:21+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,16:20+04:00,01:08+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,LDZA,21:21+08:00,17:13+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,16:20+04:00,01:20+02:00,2,false|OMDB,ZBAA,16:20+04:00,03:52+08:00,340|ZBAA,VIDP,10:20+08:00,16:59+05:00,300|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,19:19+04:00,02:20+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,EBCI,09:37-04:00,02:20+02:00,300
OMDB,EBCI,19:19+04:00,13:40+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,07:18+08:00,07:36-04:00,300|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:19+04:00,13:40+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SVMI,13:29+08:00,13:47-04:00,320|SVMI,EBCI,20:57-04:00,13:40+02:00,360
OMDB,EBCI,19:19+04:00,06:14+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,19:19+04:00,11:13+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,07:12+08:00,08:58-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,19:19+04:00,06:14+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,EBCI,12:12-03:00,06:14+02:00,360
OMDB,EBCI,19:19+04:00,11:13+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,SBBR,10:01+08:00,11:47-03:00,360|SBBR,EBCI,17:11-03:00,11:13+02:00,340
OMDB,EBCI,19:19+04:00,13:08+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LATI,13:48+08:00,09:39+02:00,340|LATI,EBCI,10:13+02:00,13:08+02:00,360
OMDB,EBCI,19:19+04:00,22:31+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LATI,13:48+08:00,09:39+02:00,340|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,19:19+04:00,19:24+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,UMMS,15:18+08:00,14:44+03:00,360|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,19:19+04:00,17:33+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LBSF,10:02+08:00,08:19+03:00,300|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,19:19+04:00,00:41+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LBSF,10:02+08:00,08:19+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:19+04:00,00:41+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LBSF,17:22+08:00,15:39+03:00,300|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,19:19+04:00,14:21+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LDZA,10:12+08:00,06:04+02:00,340|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,19:19+04:00,01:08+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LDZA,10:12+08:00,06:04+02:00,340|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:19+04:00,14:21+02:00,1,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LDZA,12:29+08:00,08:21+02:00,360|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,19:19+04:00,01:08+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LDZA,12:29+08:00,08:21+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:19+04:00,01:08+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,LDZA,21:21+08:00,17:13+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,19:19+04:00,01:20+02:00,2,false|OMDB,ZBAA,19:19+04:00,06:51+08:00,300|ZBAA,VIDP,10:20+08:00,16:59+05:00,300|VIDP,EBCI,18:11+05:00,01:20+02:00,360
OMDB,EBCI,22:51+04:00,18:25+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,SEQM,13:52+09:00,13:34-05:00,320|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,22:51+04:00,18:25+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,SEQM,22:28+09:00,22:10-05:00,300|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,22:51+04:00,13:28+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,SLLP,12:41+09:00,13:33-04:00,340|SLLP,EBCI,17:43-04:00,13:28+02:00,360
OMDB,EBCI,22:51+04:00,22:31+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LATI,15:47+09:00,11:51+02:00,320|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,22:51+04:00,22:31+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LATI,17:33+09:00,13:37+02:00,360|LATI,EBCI,19:36+02:00,22:31+02:00,300
OMDB,EBCI,22:51+04:00,14:05+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,UMMS,13:29+09:00,11:24+03:00,300|UMMS,EBCI,11:58+03:00,14:05+02:00,300
OMDB,EBCI,22:51+04:00,19:24+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,UMMS,13:29+09:00,11:24+03:00,300|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,22:51+04:00,19:24+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,UMMS,16:10+09:00,14:05+03:00,320|UMMS,EBCI,16:17+03:00,19:24+02:00,300
OMDB,EBCI,22:51+04:00,17:33+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LBSF,14:25+09:00,11:53+03:00,320|LBSF,EBCI,14:24+03:00,17:33+02:00,360
OMDB,EBCI,22:51+04:00,00:41+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LBSF,14:25+09:00,11:53+03:00,320|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,22:51+04:00,00:41+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LBSF,22:12+09:00,19:40+03:00,360|LBSF,EBCI,21:32+03:00,00:41+02:00,340
OMDB,EBCI,22:51+04:00,14:21+02:00,1,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LDZA,11:28+09:00,07:54+02:00,360|LDZA,EBCI,11:02+02:00,14:21+02:00,340
OMDB,EBCI,22:51+04:00,01:08+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LDZA,11:28+09:00,07:54+02:00,360|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,22:51+04:00,01:08+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LDZA,17:23+09:00,13:49+02:00,320|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,22:51+04:00,01:08+02:00,2,false|OMDB,RJTT,22:51+04:00,10:05+09:00,360|RJTT,LDZA,22:54+09:00,18:20+02:00,300|LDZA,EBCI,22:49+02:00,01:08+02:00,320
OMDB,EBCI,00:45+04:00,18:25+02:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SEQM,12:44+08:00,13:02-05:00,360|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,00:45+04:00,18:25+02:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SEQM,20:18+08:00,21:36-05:00,340|SEQM,EBCI,22:33-05:00,18:25+02:00,340
OMDB,EBCI,00:45+04:00,13:40+02:00,1,false|OMDB,WMKK,00:45+04:00,12:36+08:00,360|WMKK,SVMI,13:25+08:00,13:01-04:00,340|SVMI,EBCI,20:57-04:00,13:40+02:00,360
