LDZA,SKBO,06:29+02:00,21:42-05:00,0,false|164,LDZA,SEQM,06:29+02:00,13:28-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LDZA,VTBS,05:08+02:00,10:53+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1180,RJTT,UMMS,16:10+09:00,14:05+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,05:08+02:00,00:04+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,05:08+02:00,04:07+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,05:08+02:00,06:54+07:00,1,false|1377,LDZA,RJTT,05:08+02:00,15:34+09:00,320|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,10:47+02:00,00:04+07:00,1,false|1379,LDZA,RJTT,10:47+02:00,20:13+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,23:31+02:00,19:05+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|736,RJTT,SLLP,12:41+09:00,13:33-04:00,340|719,SLLP,VTBS,19:34-04:00,19:05+07:00,300
LDZA,VTBS,23:31+02:00,00:07+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,23:31+02:00,08:21+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|964,RJTT,LATI,15:47+09:00,11:51+02:00,320|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,23:31+02:00,08:21+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|966,RJTT,LATI,17:33+09:00,13:37+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,23:31+02:00,04:58+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1178,RJTT,UMMS,13:29+09:00,11:24+03:00,300|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,23:31+02:00,10:53+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1178,RJTT,UMMS,13:29+09:00,11:24+03:00,300|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,23:31+02:00,04:58+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1180,RJTT,UMMS,16:10+09:00,14:05+03:00,320|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,23:31+02:00,10:53+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1180,RJTT,UMMS,16:10+09:00,14:05+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,23:31+02:00,05:33+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1266,RJTT,LBSF,14:25+09:00,11:53+03:00,320|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,23:31+02:00,16:30+07:00,1,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,23:31+02:00,00:04+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,23:31+02:00,04:07+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,23:31+02:00,06:54+07:00,2,false|1383,LDZA,RJTT,23:31+02:00,09:57+09:00,340|1522,RJTT,OMDB,15:50+09:00,17:04+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,04:59+02:00,19:32+07:00,1,false|1385,LDZA,WMKK,04:59+02:00,18:02+08:00,300|378,WMKK,SVMI,18:46+08:00,18:22-04:00,340|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,04:59+02:00,09:04+07:00,1,false|1385,LDZA,WMKK,04:59+02:00,18:02+08:00,300|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1506,RJTT,VTBS,06:58+09:00,09:04+07:00,340
LDZA,VTBS,04:59+02:00,16:30+07:00,1,false|1385,LDZA,WMKK,04:59+02:00,18:02+08:00,300|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,04:59+02:00,00:04+07:00,2,false|1385,LDZA,WMKK,04:59+02:00,18:02+08:00,300|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,06:26+02:00,21:42+07:00,1,false|1387,LDZA,WMKK,06:26+02:00,20:29+08:00,360|1554,WMKK,ZBAA,22:03+08:00,05:22+08:00,340|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,06:26+02:00,09:04+07:00,1,false|1387,LDZA,WMKK,06:26+02:00,20:29+08:00,360|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1506,RJTT,VTBS,06:58+09:00,09:04+07:00,340
LDZA,VTBS,06:26+02:00,16:30+07:00,1,false|1387,LDZA,WMKK,06:26+02:00,20:29+08:00,360|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,06:26+02:00,00:04+07:00,2,false|1387,LDZA,WMKK,06:26+02:00,20:29+08:00,360|1582,WMKK,RJTT,22:33+08:00,05:11+09:00,320|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,17:33+02:00,00:07+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|970,WMKK,LATI,10:35+08:00,11:09+02:00,320|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,17:33+02:00,08:21+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|970,WMKK,LATI,10:35+08:00,11:09+02:00,320|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,17:33+02:00,08:21+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|972,WMKK,LATI,13:37+08:00,14:11+02:00,300|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,17:33+02:00,04:58+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1182,WMKK,UMMS,09:08+08:00,13:34+03:00,320|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,17:33+02:00,10:53+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1182,WMKK,UMMS,09:08+08:00,13:34+03:00,320|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,17:33+02:00,21:27+07:00,1,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1272,WMKK,LBSF,07:51+08:00,09:40+03:00,360|1245,LBSF,VTBS,11:06+03:00,21:27+07:00,340
LDZA,VTBS,17:33+02:00,05:33+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1272,WMKK,LBSF,07:51+08:00,09:40+03:00,360|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,17:33+02:00,05:33+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1274,WMKK,LBSF,16:36+08:00,18:25+03:00,360|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,17:33+02:00,04:07+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1526,WMKK,OMDB,08:13+08:00,12:04+04:00,360|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,17:33+02:00,06:54+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1526,WMKK,OMDB,08:13+08:00,12:04+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,17:33+02:00,00:04+07:00,2,false|1389,LDZA,WMKK,17:33+02:00,07:36+08:00,340|1580,WMKK,RJTT,14:38+08:00,21:16+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,21:37+02:00,19:32+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|376,WMKK,SVMI,13:25+08:00,13:01-04:00,340|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,21:37+02:00,19:32+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|378,WMKK,SVMI,18:46+08:00,18:22-04:00,340|355,SVMI,VTBS,20:09-04:00,19:32+07:00,360
LDZA,VTBS,21:37+02:00,17:25+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|520,WMKK,SBBR,16:41+08:00,15:55-03:00,320|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,21:37+02:00,08:21+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|972,WMKK,LATI,13:37+08:00,14:11+02:00,300|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,21:37+02:00,05:33+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1274,WMKK,LBSF,16:36+08:00,18:25+03:00,360|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,21:37+02:00,00:04+07:00,2,false|1391,LDZA,WMKK,21:37+02:00,11:40+08:00,340|1580,WMKK,RJTT,14:38+08:00,21:16+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,05:06+02:00,09:04+07:00,1,false|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320|1586,WSSS,RJTT,23:33+08:00,06:19+09:00,360|1506,RJTT,VTBS,06:58+09:00,09:04+07:00,340
LDZA,VTBS,05:06+02:00,16:30+07:00,1,false|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320|1586,WSSS,RJTT,23:33+08:00,06:19+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,05:06+02:00,00:04+07:00,2,false|1393,LDZA,WSSS,05:06+02:00,19:18+08:00,320|1586,WSSS,RJTT,23:33+08:00,06:19+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,11:43+02:00,00:07+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|976,WSSS,LATI,07:57+08:00,08:39+02:00,340|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,11:43+02:00,08:21+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|976,WSSS,LATI,07:57+08:00,08:39+02:00,340|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,11:43+02:00,00:07+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|978,WSSS,LATI,11:11+08:00,12:53+02:00,300|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,11:43+02:00,08:21+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|978,WSSS,LATI,11:11+08:00,12:53+02:00,300|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,11:43+02:00,08:21+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|980,WSSS,LATI,17:25+08:00,18:07+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,11:43+02:00,04:58+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1186,WSSS,UMMS,08:23+08:00,12:57+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,11:43+02:00,10:53+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1186,WSSS,UMMS,08:23+08:00,12:57+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,11:43+02:00,21:27+07:00,1,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1278,WSSS,LBSF,05:58+08:00,07:55+03:00,340|1245,LBSF,VTBS,11:06+03:00,21:27+07:00,340
LDZA,VTBS,11:43+02:00,05:33+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1278,WSSS,LBSF,05:58+08:00,07:55+03:00,340|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,11:43+02:00,04:07+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1532,WSSS,OMDB,08:17+08:00,12:13+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,11:43+02:00,06:54+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1532,WSSS,OMDB,08:17+08:00,12:13+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,11:43+02:00,21:42+07:00,1,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1556,WSSS,ZBAA,06:40+08:00,13:07+08:00,320|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,11:43+02:00,21:42+07:00,1,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1558,WSSS,ZBAA,10:57+08:00,17:24+08:00,320|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,11:43+02:00,16:30+07:00,1,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1584,WSSS,RJTT,05:30+08:00,12:16+09:00,300|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,11:43+02:00,00:04+07:00,2,false|1395,LDZA,WSSS,11:43+02:00,01:55+08:00,360|1584,WSSS,RJTT,05:30+08:00,12:16+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,17:25+02:00,00:07+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|976,WSSS,LATI,07:57+08:00,08:39+02:00,340|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,17:25+02:00,08:21+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|976,WSSS,LATI,07:57+08:00,08:39+02:00,340|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,17:25+02:00,00:07+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|978,WSSS,LATI,11:11+08:00,12:53+02:00,300|949,LATI,VTBS,13:03+02:00,00:07+07:00,340
LDZA,VTBS,17:25+02:00,08:21+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|978,WSSS,LATI,11:11+08:00,12:53+02:00,300|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,17:25+02:00,08:21+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|980,WSSS,LATI,17:25+08:00,18:07+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,17:25+02:00,04:58+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|1186,WSSS,UMMS,08:23+08:00,12:57+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,17:25+02:00,10:53+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|1186,WSSS,UMMS,08:23+08:00,12:57+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,17:25+02:00,04:07+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|1532,WSSS,OMDB,08:17+08:00,12:13+04:00,300|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,17:25+02:00,06:54+07:00,2,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|1532,WSSS,OMDB,08:17+08:00,12:13+04:00,300|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,17:25+02:00,21:42+07:00,1,false|1397,LDZA,WSSS,17:25+02:00,07:37+08:00,300|1558,WSSS,ZBAA,10:57+08:00,17:24+08:00,320|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,21:27+02:00,17:25+07:00,2,false|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300|528,WSSS,SBBR,16:30+08:00,15:41-03:00,320|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,21:27+02:00,08:21+07:00,2,false|1399,LDZA,WSSS,21:27+02:00,11:39+08:00,300|980,WSSS,LATI,17:25+08:00,18:07+02:00,360|951,LATI,VTBS,21:17+02:00,08:21+07:00,320
LDZA,VTBS,04:53+02:00,17:25+07:00,1,false|1401,LDZA,WIII,04:53+02:00,18:43+07:00,360|536,WIII,SBBR,20:01+07:00,17:15-03:00,340|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,04:53+02:00,19:05+07:00,1,false|1401,LDZA,WIII,04:53+02:00,18:43+07:00,360|758,WIII,SLLP,19:13+07:00,18:16-04:00,320|719,SLLP,VTBS,19:34-04:00,19:05+07:00,300
LDZA,VTBS,04:53+02:00,16:30+07:00,1,false|1401,LDZA,WIII,04:53+02:00,18:43+07:00,360|1592,WIII,RJTT,21:20+07:00,07:49+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,04:53+02:00,00:04+07:00,2,false|1401,LDZA,WIII,04:53+02:00,18:43+07:00,360|1592,WIII,RJTT,21:20+07:00,07:49+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,14:09+02:00,04:58+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1192,WIII,UMMS,09:14+07:00,16:37+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,14:09+02:00,10:53+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1192,WIII,UMMS,09:14+07:00,16:37+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,14:09+02:00,10:53+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1194,WIII,UMMS,12:16+07:00,19:39+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,14:09+02:00,05:33+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1284,WIII,LBSF,14:06+07:00,19:01+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,14:09+02:00,04:07+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1536,WIII,OMDB,06:59+07:00,14:49+04:00,320|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,14:09+02:00,06:54+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1536,WIII,OMDB,06:59+07:00,14:49+04:00,320|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,14:09+02:00,04:07+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,14:09+02:00,06:54+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,14:09+02:00,00:04+07:00,2,false|1403,LDZA,WIII,14:09+02:00,04:59+07:00,360|1590,WIII,RJTT,11:00+07:00,21:29+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,17:35+02:00,04:58+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1192,WIII,UMMS,09:14+07:00,16:37+03:00,360|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,17:35+02:00,10:53+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1192,WIII,UMMS,09:14+07:00,16:37+03:00,360|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,17:35+02:00,10:53+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1194,WIII,UMMS,12:16+07:00,19:39+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,17:35+02:00,05:33+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1284,WIII,LBSF,14:06+07:00,19:01+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,17:35+02:00,04:07+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,17:35+02:00,06:54+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1538,WIII,OMDB,09:20+07:00,17:10+04:00,320|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,17:35+02:00,00:04+07:00,2,false|1405,LDZA,WIII,17:35+02:00,07:25+07:00,300|1590,WIII,RJTT,11:00+07:00,21:29+09:00,300|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,03:18+02:00,17:25+07:00,1,false|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|542,RPLL,SBBR,16:36+08:00,16:42-03:00,300|497,SBBR,VTBS,21:37-03:00,17:25+07:00,300
LDZA,VTBS,03:18+02:00,19:05+07:00,1,false|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|764,RPLL,SLLP,17:34+08:00,18:23-04:00,320|719,SLLP,VTBS,19:34-04:00,19:05+07:00,300
LDZA,VTBS,03:18+02:00,10:53+07:00,1,false|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|1202,RPLL,UMMS,21:50+08:00,23:34+03:00,300|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,03:18+02:00,06:54+07:00,1,false|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|1544,RPLL,OMDB,15:46+08:00,18:36+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,03:18+02:00,00:04+07:00,1,false|1407,LDZA,RPLL,03:18+02:00,15:39+08:00,360|1598,RPLL,RJTT,16:55+08:00,21:51+09:00,340|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,12:24+02:00,17:49+07:00,1,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1198,RPLL,UMMS,02:34+08:00,04:18+03:00,340|1155,UMMS,VTBS,06:53+03:00,17:49+07:00,340
LDZA,VTBS,12:24+02:00,04:58+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1198,RPLL,UMMS,02:34+08:00,04:18+03:00,340|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,12:24+02:00,10:53+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1198,RPLL,UMMS,02:34+08:00,04:18+03:00,340|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,12:24+02:00,04:58+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1200,RPLL,UMMS,14:39+08:00,16:23+03:00,300|1157,UMMS,VTBS,17:02+03:00,04:58+07:00,320
LDZA,VTBS,12:24+02:00,10:53+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1200,RPLL,UMMS,14:39+08:00,16:23+03:00,300|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,12:24+02:00,10:53+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1202,RPLL,UMMS,21:50+08:00,23:34+03:00,300|1159,UMMS,VTBS,23:57+03:00,10:53+07:00,320
LDZA,VTBS,12:24+02:00,21:27+07:00,1,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1288,RPLL,LBSF,07:28+08:00,08:36+03:00,300|1245,LBSF,VTBS,11:06+03:00,21:27+07:00,340
LDZA,VTBS,12:24+02:00,05:33+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1288,RPLL,LBSF,07:28+08:00,08:36+03:00,300|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,12:24+02:00,05:33+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1290,RPLL,LBSF,13:12+08:00,14:20+03:00,340|1247,LBSF,VTBS,19:12+03:00,05:33+07:00,320
LDZA,VTBS,12:24+02:00,04:07+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1542,RPLL,OMDB,09:52+08:00,12:42+04:00,320|1496,OMDB,VTBS,17:58+04:00,04:07+07:00,300
LDZA,VTBS,12:24+02:00,06:54+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1542,RPLL,OMDB,09:52+08:00,12:42+04:00,320|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,12:24+02:00,06:54+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1544,RPLL,OMDB,15:46+08:00,18:36+04:00,360|1498,OMDB,VTBS,19:45+04:00,06:54+07:00,340
LDZA,VTBS,12:24+02:00,21:42+07:00,1,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1570,RPLL,ZBAA,06:38+08:00,11:16+08:00,360|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,12:24+02:00,21:42+07:00,1,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1572,RPLL,ZBAA,12:10+08:00,17:48+08:00,300|1502,ZBAA,VTBS,17:56+08:00,21:42+07:00,320
LDZA,VTBS,12:24+02:00,16:30+07:00,1,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1594,RPLL,RJTT,03:59+08:00,08:55+09:00,360|1508,RJTT,VTBS,13:24+09:00,16:30+07:00,320
LDZA,VTBS,12:24+02:00,00:04+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1594,RPLL,RJTT,03:59+08:00,08:55+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
LDZA,VTBS,12:24+02:00,00:04+07:00,2,false|1409,LDZA,RPLL,12:24+02:00,00:45+08:00,340|1596,RPLL,RJTT,14:21+08:00,19:17+09:00,360|1510,RJTT,VTBS,21:58+09:00,00:04+07:00,320
